h1tg000001l	1	35988	0.0006669
h1tg000001l	35988	85988	0.0059200
h1tg000001l	85988	135988	0.0009000
h1tg000001l	135988	185988	0.0019000
h1tg000001l	185988	235988	0.0094200
h1tg000001l	235988	285988	0.0061200
h1tg000001l	285988	335988	0.0061800
h1tg000001l	335988	385988	0.0156800
h1tg000001l	385988	435988	0.0000000
h1tg000001l	435988	485988	0.0160200
h1tg000001l	485988	535988	0.0084800
h1tg000001l	535988	585988	0.0010200
h1tg000001l	585988	635988	0.0030200
h1tg000001l	635988	685988	0.0017400
h1tg000001l	685988	735988	0.0005600
h1tg000001l	735988	785988	0.0000000
h1tg000001l	785988	835988	0.0145400
h1tg000001l	835988	885988	0.0214000
h1tg000001l	885988	935988	0.0000000
h1tg000001l	935988	985988	0.0000000
h1tg000001l	985988	1035988	0.0004400
h1tg000001l	1035988	1085988	0.0000000
h1tg000001l	1085988	1135988	0.0076400
h1tg000001l	1135988	1185988	0.0006000
h1tg000001l	1185988	1235988	0.0000000
h1tg000001l	1235988	1285988	0.0057800
h1tg000001l	1285988	1335988	0.0000000
h1tg000001l	1335988	1385988	0.0311200
h1tg000001l	1385988	1435988	0.0008000
h1tg000001l	1435988	1485988	0.0173400
h1tg000001l	1485988	1535988	0.0078000
h1tg000001l	1535988	1585988	0.0000000
h1tg000001l	1585988	1635988	0.0000000
h1tg000001l	1635988	1685988	0.0041600
h1tg000001l	1685988	1735988	0.0000000
h1tg000001l	1735988	1785988	0.0000000
h1tg000001l	1785988	1835988	0.0030400
h1tg000001l	1835988	1885988	0.0019400
h1tg000001l	1885988	1935988	0.0232600
h1tg000001l	1935988	1985988	0.0083600
h1tg000001l	1985988	2035988	0.0004400
h1tg000001l	2035988	2085988	0.0069000
h1tg000001l	2085988	2135988	0.0000000
h1tg000001l	2135988	2185988	0.0000000
h1tg000001l	2185988	2235988	0.0019200
h1tg000001l	2235988	2285988	0.0447400
h1tg000001l	2285988	2335988	0.0032200
h1tg000001l	2335988	2385988	0.0096400
h1tg000001l	2385988	2435988	0.0136000
h1tg000001l	2435988	2485988	0.0057000
h1tg000001l	2485988	2535988	0.0019200
h1tg000001l	2535988	2585988	0.0042800
h1tg000001l	2585988	2635988	0.0004400
h1tg000001l	2635988	2685988	0.0000000
h1tg000001l	2685988	2735988	0.0016000
h1tg000001l	2735988	2785988	0.0035400
h1tg000001l	2785988	2835988	0.0000000
h1tg000001l	2835988	2885988	0.0082600
h1tg000001l	2885988	2935988	0.0140600
h1tg000001l	2935988	2985988	0.0000000
h1tg000001l	2985988	3035988	0.0024800
h1tg000001l	3035988	3085988	0.0248400
h1tg000001l	3085988	3135988	0.0000000
h1tg000001l	3135988	3185988	0.0000000
h1tg000001l	3185988	3235988	0.0000000
h1tg000001l	3235988	3285988	0.0038800
h1tg000001l	3285988	3335988	0.0000000
h1tg000001l	3335988	3385988	0.0005000
h1tg000001l	3385988	3435988	0.0101000
h1tg000001l	3435988	3485988	0.0252600
h1tg000001l	3485988	3535988	0.0245400
h1tg000001l	3535988	3585988	0.0048600
h1tg000001l	3585988	3635988	0.0294400
h1tg000001l	3635988	3685988	0.0000000
h1tg000001l	3685988	3735988	0.0000000
h1tg000001l	3735988	3785988	0.0000000
h1tg000001l	3785988	3835988	0.0000000
h1tg000001l	3835988	3885988	0.0009400
h1tg000001l	3885988	3935988	0.0042400
h1tg000001l	3935988	3985988	0.0026000
h1tg000001l	3985988	4035988	0.0004400
h1tg000001l	4035988	4085988	0.0031000
h1tg000001l	4085988	4135988	0.0073600
h1tg000001l	4135988	4185988	0.0010600
h1tg000001l	4185988	4235988	0.0036600
h1tg000001l	4235988	4285988	0.0087400
h1tg000001l	4285988	4335988	0.0038600
h1tg000001l	4335988	4385988	0.0020400
h1tg000001l	4385988	4435988	0.0191200
h1tg000001l	4435988	4485988	0.0073800
h1tg000001l	4485988	4535988	0.0013800
h1tg000001l	4535988	4585988	0.0013000
h1tg000001l	4585988	4635988	0.0016000
h1tg000001l	4635988	4685988	0.0058000
h1tg000001l	4685988	4735988	0.0005800
h1tg000001l	4735988	4785988	0.0020200
h1tg000001l	4785988	4835988	0.0061400
h1tg000001l	4835988	4885988	0.0134400
h1tg000001l	4885988	4935988	0.0050800
h1tg000001l	4935988	4985988	0.0008200
h1tg000001l	4985988	5035988	0.0005600
h1tg000001l	5035988	5085988	0.0000000
h1tg000001l	5085988	5135988	0.0052400
h1tg000001l	5135988	5185988	0.0127400
h1tg000001l	5185988	5235988	0.0255400
h1tg000001l	5235988	5285988	0.0006000
h1tg000001l	5285988	5335988	0.0058200
h1tg000001l	5335988	5385988	0.0022000
h1tg000001l	5385988	5435988	0.0097600
h1tg000001l	5435988	5485988	0.0114600
h1tg000001l	5485988	5535988	0.0176800
h1tg000001l	5535988	5585988	0.0326800
h1tg000001l	5585988	5635988	0.0030200
h1tg000001l	5635988	5685988	0.0000000
h1tg000001l	5685988	5735988	0.0030600
h1tg000001l	5735988	5785988	0.0144400
h1tg000001l	5785988	5835988	0.0023600
h1tg000001l	5835988	5885988	0.0014200
h1tg000001l	5885988	5935988	0.0326200
h1tg000001l	5935988	5985988	0.0081400
h1tg000001l	5985988	6035988	0.0000000
