h2tg000001l	1	36243	0.0020142
h2tg000001l	36243	86243	0.0000000
h2tg000001l	86243	136243	0.0060800
h2tg000001l	136243	186243	0.0047200
h2tg000001l	186243	236243	0.0012400
h2tg000001l	236243	286243	0.0007200
h2tg000001l	286243	336243	0.0024800
h2tg000001l	336243	386243	0.0103800
h2tg000001l	386243	436243	0.0043400
h2tg000001l	436243	486243	0.0033400
h2tg000001l	486243	536243	0.0013200
h2tg000001l	536243	586243	0.0062600
h2tg000001l	586243	636243	0.0016200
h2tg000001l	636243	686243	0.0054600
h2tg000001l	686243	736243	0.0035400
h2tg000001l	736243	786243	0.0069600
h2tg000001l	786243	836243	0.0013800
h2tg000001l	836243	886243	0.0044000
h2tg000001l	886243	936243	0.0043400
h2tg000001l	936243	986243	0.0332000
h2tg000001l	986243	1036243	0.0021000
h2tg000001l	1036243	1086243	0.0036200
h2tg000001l	1086243	1136243	0.0073800
h2tg000001l	1136243	1186243	0.0030400
h2tg000001l	1186243	1236243	0.0033400
h2tg000001l	1236243	1286243	0.0091600
h2tg000001l	1286243	1336243	0.0106000
h2tg000001l	1336243	1386243	0.0029200
h2tg000001l	1386243	1436243	0.0067200
h2tg000001l	1436243	1486243	0.0276800
h2tg000001l	1486243	1536243	0.0021000
h2tg000001l	1536243	1586243	0.0008200
h2tg000001l	1586243	1636243	0.0090200
h2tg000001l	1636243	1686243	0.0254400
h2tg000001l	1686243	1736243	0.0048400
h2tg000001l	1736243	1786243	0.0087800
h2tg000001l	1786243	1836243	0.0069000
h2tg000001l	1836243	1886243	0.0198600
h2tg000001l	1886243	1936243	0.0053000
h2tg000001l	1936243	1986243	0.0020000
h2tg000001l	1986243	2036243	0.0004200
h2tg000001l	2036243	2086243	0.0026400
h2tg000001l	2086243	2136243	0.0053600
h2tg000001l	2136243	2186243	0.0059000
h2tg000001l	2186243	2236243	0.0076600
h2tg000001l	2236243	2286243	0.0108000
h2tg000001l	2286243	2336243	0.0043000
h2tg000001l	2336243	2386243	0.0173600
h2tg000001l	2386243	2436243	0.0051600
h2tg000001l	2436243	2486243	0.0270200
h2tg000001l	2486243	2536243	0.0208000
h2tg000001l	2536243	2586243	0.0078400
h2tg000001l	2586243	2636243	0.0205600
h2tg000001l	2636243	2686243	0.0173800
h2tg000001l	2686243	2736243	0.0045000
h2tg000001l	2736243	2786243	0.0092600
h2tg000001l	2786243	2836243	0.0124000
h2tg000001l	2836243	2886243	0.0099400
h2tg000001l	2886243	2936243	0.0177600
h2tg000001l	2936243	2986243	0.0178000
h2tg000001l	2986243	3036243	0.0122400
h2tg000001l	3036243	3086243	0.0045800
h2tg000001l	3086243	3136243	0.0074000
h2tg000001l	3136243	3186243	0.0190800
h2tg000001l	3186243	3236243	0.0105000
h2tg000001l	3236243	3286243	0.0071600
h2tg000001l	3286243	3336243	0.0163400
h2tg000001l	3336243	3386243	0.0208000
h2tg000001l	3386243	3436243	0.0137000
h2tg000001l	3436243	3486243	0.0193000
h2tg000001l	3486243	3536243	0.0162000
h2tg000001l	3536243	3586243	0.0085200
h2tg000001l	3586243	3636243	0.0140800
h2tg000001l	3636243	3686243	0.0082800
h2tg000001l	3686243	3736243	0.0211400
h2tg000001l	3736243	3786243	0.0160400
h2tg000001l	3786243	3836243	0.0078000
h2tg000001l	3836243	3886243	0.0075000
h2tg000001l	3886243	3936243	0.0227800
h2tg000001l	3936243	3986243	0.0074400
h2tg000001l	3986243	4036243	0.0155600
h2tg000001l	4036243	4086243	0.0103800
h2tg000001l	4086243	4136243	0.0013000
h2tg000001l	4136243	4186243	0.0097800
h2tg000001l	4186243	4236243	0.0010800
h2tg000001l	4236243	4286243	0.0088600
h2tg000001l	4286243	4336243	0.0364600
h2tg000001l	4336243	4386243	0.0085800
h2tg000001l	4386243	4436243	0.0010400
h2tg000001l	4436243	4486243	0.0312200
h2tg000001l	4486243	4536243	0.0077800
h2tg000001l	4536243	4586243	0.0137600
h2tg000001l	4586243	4636243	0.0117400
