pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Female	Male	OZ251424.1	1	30000	0.0043757292882147	1714	120	27424	0
Female	Male	OZ251424.1	30001	60000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	60001	90000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	90001	120000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	120001	150000	0.025	20	8	320	0
Female	Male	OZ251424.1	150001	180000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	180001	210000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	210001	240000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	240001	270000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	270001	300000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	300001	330000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	330001	360000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	360001	390000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	390001	420000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	420001	450000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	450001	480000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	480001	510000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	510001	540000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	540001	570000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	570001	600000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	600001	630000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	630001	660000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	660001	690000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	690001	720000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	720001	750000	0.0	2	0	32	0
Female	Male	OZ251424.1	750001	780000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	780001	810000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	810001	840000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	840001	870000	NA	0	NA	NA	NA
Female	Male	OZ251424.1	870001	900000	0.002509783903352	5877	236	94032	0
Female	Male	OZ251424.1	900001	930000	0.0007163554410817	15530	178	248480	0
Female	Male	OZ251424.1	930001	960000	0.0027543293402023	16111	710	257776	0
Female	Male	OZ251424.1	960001	990000	0.0010173005067308	19537	318	312592	0
Female	Male	OZ251424.1	990001	1020000	0.0016216503615482	9404	244	150464	0
Female	Male	OZ251424.1	1020001	1050000	0.0005395982068736	18069	156	289104	0
Female	Male	OZ251424.1	1050001	1080000	0.0004232428594833	18311	124	292976	0
Female	Male	OZ251424.1	1080001	1110000	0.0003514125068568	14584	82	233344	0
Female	Male	OZ251424.1	1110001	1140000	0.0013227073073339	15026	318	240416	0
Female	Male	OZ251424.1	1140001	1170000	0.000472320518203	16673	126	266768	0
Female	Male	OZ251424.1	1170001	1200000	0.0005640584294752	21496	194	343936	0
Female	Male	OZ251424.1	1200001	1230000	0.0011042536455497	16527	292	264432	0
Female	Male	OZ251424.1	1230001	1260000	0.0002319453722259	13473	50	215568	0
Female	Male	OZ251424.1	1260001	1290000	0.0003476767015706	12224	68	195584	0
Female	Male	OZ251424.1	1290001	1320000	0.0025119470653106	16322	656	261152	0
Female	Male	OZ251424.1	1320001	1350000	0.0005198996055934	13945	116	223120	0
Female	Male	OZ251424.1	1350001	1380000	0.0004137655518776	17522	116	280352	0
Female	Male	OZ251424.1	1380001	1410000	0.0002904310608376	16355	76	261680	0
Female	Male	OZ251424.1	1410001	1440000	0.0001319435281699	15158	32	242528	0
Female	Male	OZ251424.1	1440001	1470000	0.0003890041493775	19280	120	308480	0
Female	Male	OZ251424.1	1470001	1500000	0.0007085651879972	19258	218	307664	464
Female	Male	OZ251424.1	1500001	1530000	0.0008464712728811	18902	256	302432	0
Female	Male	OZ251424.1	1530001	1560000	0.0008238545763792	18814	248	301024	0
Female	Male	OZ251424.1	1560001	1590000	0.0018356685444653	20769	610	332304	0
Female	Male	OZ251424.1	1590001	1620000	0.0013171124069977	24865	524	397840	0
Female	Male	OZ251424.1	1620001	1650000	0.000653652840534	19697	206	315152	0
Female	Male	OZ251424.1	1650001	1680000	0.0006332944763271	22304	226	356864	0
Female	Male	OZ251424.1	1680001	1710000	0.000663407821229	17900	190	286400	0
Female	Male	OZ251424.1	1710001	1740000	0.0026201543588844	22804	956	364864	0
Female	Male	OZ251424.1	1740001	1770000	0.0032545415341491	18581	966	296816	480
Female	Male	OZ251424.1	1770001	1800000	0.0022878749038708	19505	714	312080	0
Female	Male	OZ251424.1	1800001	1830000	0.0024509803921568	11985	470	191760	0
Female	Male	OZ251424.1	1830001	1860000	0.0034535256410256	15600	862	249600	0
Female	Male	OZ251424.1	1860001	1890000	0.0020439243347226	15595	510	249520	0
Female	Male	OZ251424.1	1890001	1920000	0.0020164643272908	12026	388	192416	0
Female	Male	OZ251424.1	1920001	1950000	0.0048115846029292	13587	1046	217392	0
Female	Male	OZ251424.1	1950001	1980000	0.0022596722419327	11838	428	189408	0
Female	Male	OZ251424.1	1980001	2010000	0.0025007355104442	20394	816	326304	0
Female	Male	OZ251424.1	2010001	2040000	0.0021060232264275	16619	560	265904	0
Female	Male	OZ251424.1	2040001	2070000	0.0028665782753879	20364	934	325824	0
Female	Male	OZ251424.1	2070001	2100000	0.0014614563624896	20613	482	329808	0
Female	Male	OZ251424.1	2100001	2130000	0.001628546612623	17270	450	276320	0
Female	Male	OZ251424.1	2130001	2160000	0.0008104330240304	16812	218	268992	0
Female	Male	OZ251424.1	2160001	2190000	0.0010371337394836	17235	286	275760	0
Female	Male	OZ251424.1	2190001	2220000	0.0017622729724869	13903	392	222440	8
Female	Male	OZ251424.1	2220001	2250000	0.0021293275138777	11801	402	188792	40
Female	Male	OZ251424.1	2250001	2280000	0.0021737949024509	18401	640	294416	0
Female	Male	OZ251424.1	2280001	2310000	0.0037661970059126	15898	958	254368	0
Female	Male	OZ251424.1	2310001	2340000	0.0025707149344751	15415	634	246624	16
Female	Male	OZ251424.1	2340001	2370000	0.0038660243655531	14326	886	229176	40
Female	Male	OZ251424.1	2370001	2400000	0.006916507287476	15163	1678	242608	0
Female	Male	OZ251424.1	2400001	2430000	0.0039268594169254	16587	1042	265352	40
Female	Male	OZ251424.1	2430001	2460000	0.0048255074387478	18094	1396	289296	208
Female	Male	OZ251424.1	2460001	2490000	0.003381724353628	19184	1038	306944	0
Female	Male	OZ251424.1	2490001	2520000	0.0039747504958599	15883	1010	254104	24
Female	Male	OZ251424.1	2520001	2550000	0.0030579856003716	12917	632	206672	0
Female	Male	OZ251424.1	2550001	2580000	0.0019154720711814	20230	620	323680	0
Female	Male	OZ251424.1	2580001	2610000	0.0028149816285409	16874	760	269984	0
Female	Male	OZ251424.1	2610001	2640000	0.0047514518325043	17996	1368	287912	24
Female	Male	OZ251424.1	2640001	2670000	0.0049591247896128	16636	1320	266176	0
Female	Male	OZ251424.1	2670001	2700000	0.0054154441600599	16039	1388	256304	320
Female	Male	OZ251424.1	2700001	2730000	0.0031005886490688	13506	670	216088	8
Female	Male	OZ251424.1	2730001	2760000	0.0027132722973382	16493	716	263888	0
Female	Male	OZ251424.1	2760001	2790000	0.002958945732052	14152	670	226432	0
Female	Male	OZ251424.1	2790001	2820000	0.0037314388120839	19530	1166	312480	0
Female	Male	OZ251424.1	2820001	2850000	0.0061474446377356	10650	1046	170152	248
Female	Male	OZ251424.1	2850001	2880000	0.0053804164863175	20793	1790	332688	0
Female	Male	OZ251424.1	2880001	2910000	0.0041889266634288	12360	828	197664	96
Female	Male	OZ251424.1	2910001	2940000	0.002732062707344	15384	672	245968	176
Female	Male	OZ251424.1	2940001	2970000	0.0040159706686552	16092	1034	257472	0
Female	Male	OZ251424.1	2970001	3000000	0.0050533566709954	17766	1432	283376	880
Female	Male	OZ251424.1	3000001	3030000	0.0027653431944985	15414	682	246624	0
Female	Male	OZ251424.1	3030001	3060000	0.0044352783794113	15700	1114	251168	32
Female	Male	OZ251424.1	3060001	3090000	0.0068813006523028	10118	1114	161888	0
Female	Male	OZ251424.1	3090001	3120000	0.0049486747357131	16346	1292	261080	456
Female	Male	OZ251424.1	3120001	3150000	0.0049759724657445	15399	1226	246384	0
Female	Male	OZ251424.1	3150001	3180000	0.0060689302711853	15699	1520	250456	728
Female	Male	OZ251424.1	3180001	3210000	0.0041662415399789	14715	980	235224	216
Female	Male	OZ251424.1	3210001	3240000	0.0050627154346993	10444	846	167104	0
Female	Male	OZ251424.1	3240001	3270000	0.0051455689452916	9377	772	150032	0
Female	Male	OZ251424.1	3270001	3300000	0.0052262614390059	11922	996	190576	176
Female	Male	OZ251424.1	3300001	3330000	0.0042541255668271	10758	728	171128	1240
Female	Male	OZ251424.1	3330001	3360000	0.0047705229125667	14228	1086	227648	0
Female	Male	OZ251424.1	3360001	3390000	0.0047613431999764	17016	1292	271352	904
Female	Male	OZ251424.1	3390001	3420000	0.0068482340149416	14281	1562	228088	408
Female	Male	OZ251424.1	3420001	3450000	0.0042292071340279	14158	958	226520	8
Female	Male	OZ251424.1	3450001	3480000	0.0024344062753583	18491	720	295760	96
Female	Male	OZ251424.1	3480001	3510000	0.0035115126949276	17763	998	284208	0
Female	Male	OZ251424.1	3510001	3540000	0.0035531598031598	15444	878	247104	0
Female	Male	OZ251424.1	3540001	3570000	0.0034277556328272	17689	970	282984	40
Female	Male	OZ251424.1	3570001	3600000	0.0033558690966098	15310	822	244944	16
Female	Male	OZ251424.1	3600001	3630000	0.0029921101898903	14956	716	239296	0
Female	Male	OZ251424.1	3630001	3660000	0.0030942334739803	14220	704	227520	0
Female	Male	OZ251424.1	3660001	3690000	0.0073569074018579	8829	982	133480	7784
Female	Male	OZ251424.1	3690001	3720000	0.0015673138926703	17428	350	223312	55536
Female	Male	OZ251424.1	3720001	3750000	0.0081787644223747	8444	896	109552	25552
Female	Male	OZ251424.1	3750001	3780000	0.0037267558014445	11626	582	156168	29848
Female	Male	OZ251424.1	3780001	3810000	0.0058419429869638	9403	864	147896	2552
Female	Male	OZ251424.1	3810001	3840000	0.0034421213666496	11770	648	188256	64
Female	Male	OZ251424.1	3840001	3870000	0.0020703013932328	14068	466	225088	0
Female	Male	OZ251424.1	3870001	3900000	0.0050843584567924	13173	1068	210056	712
Female	Male	OZ251424.1	3900001	3930000	0.0049314365329617	13637	1076	218192	0
Female	Male	OZ251424.1	3930001	3960000	0.0030339569800458	12878	624	205672	376
Female	Male	OZ251424.1	3960001	3990000	0.003753423731106	14799	888	236584	200
Female	Male	OZ251424.1	3990001	4020000	0.0048131549046837	15842	1220	253472	0
Female	Male	OZ251424.1	4020001	4050000	0.0020344662517951	18801	612	300816	0
Female	Male	OZ251424.1	4050001	4080000	0.0029323308270676	16625	780	266000	0
