pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Female	Male	OZ251425.1	1	30000	0.0	9	0	144	0
Female	Male	OZ251425.1	30001	60000	0.0	97	0	1552	0
Female	Male	OZ251425.1	60001	90000	0.0	27	0	432	0
Female	Male	OZ251425.1	90001	120000	NA	0	NA	NA	NA
Female	Male	OZ251425.1	120001	150000	NA	0	NA	NA	NA
Female	Male	OZ251425.1	150001	180000	NA	0	NA	NA	NA
Female	Male	OZ251425.1	180001	210000	NA	0	NA	NA	NA
Female	Male	OZ251425.1	210001	240000	0.00445755901557	9955	710	159280	0
Female	Male	OZ251425.1	240001	270000	0.0026479310831803	7081	300	113296	0
Female	Male	OZ251425.1	270001	300000	0.0026730026730026	10101	432	161616	0
Female	Male	OZ251425.1	300001	330000	0.0052285318559556	7220	604	115520	0
Female	Male	OZ251425.1	330001	360000	0.0036995783276314	6286	372	100552	24
Female	Male	OZ251425.1	360001	390000	0.0033290155440414	9650	514	154400	0
Female	Male	OZ251425.1	390001	420000	0.0025527325023969	10493	426	166880	1008
Female	Male	OZ251425.1	420001	450000	0.0028293413173652	8364	378	133600	224
Female	Male	OZ251425.1	450001	480000	0.0030631563906551	14022	686	223952	400
Female	Male	OZ251425.1	480001	510000	0.002193483153397	15351	538	245272	344
Female	Male	OZ251425.1	510001	540000	0.0021744838677913	15234	530	243736	8
Female	Male	OZ251425.1	540001	570000	0.0016657482090075	19961	532	319376	0
Female	Male	OZ251425.1	570001	600000	0.0026357793926156	11930	502	190456	424
Female	Male	OZ251425.1	600001	630000	0.0031632832742182	19877	1006	318024	8
Female	Male	OZ251425.1	630001	660000	0.0026976343821571	16506	702	260228	3916
Female	Male	OZ251425.1	660001	690000	0.0034407256803253	15207	836	242972	340
Female	Male	OZ251425.1	690001	720000	0.0030157908361377	19338	932	309040	368
Female	Male	OZ251425.1	720001	750000	0.0034601332473672	11666	644	186120	536
Female	Male	OZ251425.1	750001	780000	0.0033408309076475	15116	808	241856	0
Female	Male	OZ251425.1	780001	810000	0.0037946032309604	11315	684	180256	784
Female	Male	OZ251425.1	810001	840000	0.0050179329406732	15213	1220	243128	280
Female	Male	OZ251425.1	840001	870000	0.0045288169241268	16122	1168	257904	48
Female	Male	OZ251425.1	870001	900000	0.0037692761025439	10240	614	162896	944
Female	Male	OZ251425.1	900001	930000	0.0035230650666079	13710	768	217992	1368
Female	Male	OZ251425.1	930001	960000	0.0028690098914818	10413	478	166608	0
Female	Male	OZ251425.1	960001	990000	0.0053896467145746	11651	1002	185912	504
Female	Male	OZ251425.1	990001	1020000	0.0047960689503595	15936	1222	254792	184
Female	Male	OZ251425.1	1020001	1050000	0.0053454694025785	11268	942	176224	4064
Female	Male	OZ251425.1	1050001	1080000	0.0048823592416723	14008	1094	224072	56
Female	Male	OZ251425.1	1080001	1110000	0.0063806604122035	13597	1382	216592	960
Female	Male	OZ251425.1	1110001	1140000	0.0063242726403496	18310	1852	292840	120
Female	Male	OZ251425.1	1140001	1170000	0.004467149271511	11021	780	174608	1728
Female	Male	OZ251425.1	1170001	1200000	0.0060142154182613	11025	1056	175584	816
Female	Male	OZ251425.1	1200001	1230000	0.00730130420243	8971	1048	143536	0
Female	Male	OZ251425.1	1230001	1260000	0.0053700828157349	15459	1328	247296	48
Female	Male	OZ251425.1	1260001	1290000	0.0061869163922923	18527	1834	296432	0
Female	Male	OZ251425.1	1290001	1320000	0.0044563432325167	14615	1042	233824	16
Female	Male	OZ251425.1	1320001	1350000	0.0046605925495137	15518	1154	247608	680
Female	Male	OZ251425.1	1350001	1380000	0.0050423340344065	18543	1496	296688	0
Female	Male	OZ251425.1	1380001	1410000	0.0064604476107265	14935	1538	238064	896
Female	Male	OZ251425.1	1410001	1440000	0.0040379358900024	12087	780	193168	224
Female	Male	OZ251425.1	1440001	1470000	0.0035323527280631	13852	780	220816	816
Female	Male	OZ251425.1	1470001	1500000	0.0056513139304888	14156	1280	226496	0
Female	Male	OZ251425.1	1500001	1530000	0.0058492604597444	13503	1256	214728	1320
Female	Male	OZ251425.1	1530001	1560000	0.0054444790575174	17770	1538	282488	1832
Female	Male	OZ251425.1	1560001	1590000	0.0056633229256626	15053	1364	240848	0
Female	Male	OZ251425.1	1590001	1620000	0.0068712594327348	15374	1690	245952	32
Female	Male	OZ251425.1	1620001	1650000	0.0060929301297983	14497	1412	231744	208
Female	Male	OZ251425.1	1650001	1680000	0.0061139109646572	15519	1514	247632	672
Female	Male	OZ251425.1	1680001	1710000	0.0077065862308992	15085	1860	241352	8
Female	Male	OZ251425.1	1710001	1740000	0.0064759613708468	14352	1486	229464	168
Female	Male	OZ251425.1	1740001	1770000	0.0062682675224941	17473	1750	279184	384
Female	Male	OZ251425.1	1770001	1800000	0.0056540808543096	13124	1186	209760	224
Female	Male	OZ251425.1	1800001	1830000	0.0069197464048244	12970	1432	206944	576
Female	Male	OZ251425.1	1830001	1860000	0.0058677461051772	15641	1380	235184	15072
Female	Male	OZ251425.1	1860001	1890000	0.0067363077223469	15376	1656	245832	184
Female	Male	OZ251425.1	1890001	1920000	0.0063797313797313	16380	1672	262080	0
Female	Male	OZ251425.1	1920001	1950000	0.004838818451578	14828	1148	237248	0
Female	Male	OZ251425.1	1950001	1980000	0.0038838050649074	16522	1022	263144	1208
Female	Male	OZ251425.1	1980001	2010000	0.004247057395947	16486	1120	263712	256
Female	Male	OZ251425.1	2010001	2040000	0.0059413382804503	15656	1486	250112	384
Female	Male	OZ251425.1	2040001	2070000	0.0062453197543807	16698	1668	267080	88
Female	Male	OZ251425.1	2070001	2100000	0.0059428750949027	19255	1816	305576	2504
Female	Male	OZ251425.1	2100001	2130000	0.0056740419708029	13174	1194	210432	352
Female	Male	OZ251425.1	2130001	2160000	0.0058395538035729	11923	1114	190768	0
Female	Male	OZ251425.1	2160001	2190000	0.0058552906733584	9564	896	153024	0
Female	Male	OZ251425.1	2190001	2220000	0.0056141467406127	10999	988	175984	0
Female	Male	OZ251425.1	2220001	2250000	0.0055592726700251	12704	1130	203264	0
Female	Male	OZ251425.1	2250001	2280000	0.0062466595403527	11236	1122	179616	160
