pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Female	Male	OZ251426.1	1	50000	0.002840909090909	88	4	1408	0
Female	Male	OZ251426.1	50001	100000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	100001	150000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	150001	200000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	200001	250000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	250001	300000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	300001	350000	0.0396341463414634	41	26	656	0
Female	Male	OZ251426.1	350001	400000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	400001	450000	0.0062396006655574	601	60	9616	0
Female	Male	OZ251426.1	450001	500000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	500001	550000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	550001	600000	0.0049031190926275	2116	166	33856	0
Female	Male	OZ251426.1	600001	650000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	650001	700000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	700001	750000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	750001	800000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	800001	850000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	850001	900000	0.001376478021482	16619	366	265896	8
Female	Male	OZ251426.1	900001	950000	0.0021505107983095	30051	1034	480816	0
Female	Male	OZ251426.1	950001	1000000	0.0017947590941437	23889	686	382224	0
Female	Male	OZ251426.1	1000001	1050000	0.0013026980713074	28850	596	457512	4088
Female	Male	OZ251426.1	1050001	1100000	0.0018301610541727	20276	580	316912	7504
Female	Male	OZ251426.1	1100001	1150000	0.0017924306535025	29778	854	476448	0
Female	Male	OZ251426.1	1150001	1200000	0.0016498744411098	32692	862	522464	608
Female	Male	OZ251426.1	1200001	1250000	0.0013292433537832	26895	572	430320	0
Female	Male	OZ251426.1	1250001	1300000	0.0015350513264265	21138	518	337448	760
Female	Male	OZ251426.1	1300001	1350000	0.0014158794665052	23181	524	370088	808
Female	Male	OZ251426.1	1350001	1400000	0.0013598193269291	31438	684	503008	0
Female	Male	OZ251426.1	1400001	1450000	0.001012891344383	24435	396	390960	0
Female	Male	OZ251426.1	1450001	1500000	0.0012055504526964	30504	588	487744	320
Female	Male	OZ251426.1	1500001	1550000	0.0015292595668561	31313	766	500896	112
Female	Male	OZ251426.1	1550001	1600000	0.001405897369492	27029	608	432464	0
Female	Male	OZ251426.1	1600001	1650000	0.0023185632268511	20379	756	326064	0
Female	Male	OZ251426.1	1650001	1700000	0.0021587190954676	25884	892	413208	936
Female	Male	OZ251426.1	1700001	1750000	0.0020594770124764	29397	964	468080	2272
Female	Male	OZ251426.1	1750001	1800000	0.0016370549440232	21307	558	340856	56
Female	Male	OZ251426.1	1800001	1850000	0.0020793697253524	20499	682	327984	0
Female	Male	OZ251426.1	1850001	1900000	0.0029741687133127	28741	1366	459288	568
Female	Male	OZ251426.1	1900001	1950000	0.0033183681436658	25615	1360	409840	0
Female	Male	OZ251426.1	1950001	2000000	0.0033432189512754	27481	1470	439696	0
Female	Male	OZ251426.1	2000001	2050000	0.0027089353189597	27001	1170	431904	112
Female	Male	OZ251426.1	2050001	2100000	0.0040971588687605	30692	2012	491072	0
Female	Male	OZ251426.1	2100001	2150000	0.0047931118625161	28687	2200	458992	0
Female	Male	OZ251426.1	2150001	2200000	0.0036750186493483	22789	1340	364624	0
Female	Male	OZ251426.1	2200001	2250000	0.0035085670608717	23582	1322	376792	520
Female	Male	OZ251426.1	2250001	2300000	0.0040795672344922	27958	1822	446616	712
Female	Male	OZ251426.1	2300001	2350000	0.0031578365225085	22603	1142	361640	8
Female	Male	OZ251426.1	2350001	2400000	0.0035543168509065	31933	1816	510928	0
Female	Male	OZ251426.1	2400001	2450000	0.002464604895427	32561	1284	520976	0
Female	Male	OZ251426.1	2450001	2500000	0.0034416752064038	25866	1424	413752	104
Female	Male	OZ251426.1	2500001	2550000	0.003364932040759	30300	1630	484408	392
Female	Male	OZ251426.1	2550001	2600000	0.0024011893086754	32125	1234	513912	88
Female	Male	OZ251426.1	2600001	2650000	0.0026600215154978	29746	1266	475936	0
Female	Male	OZ251426.1	2650001	2700000	0.0024260943490047	31172	1210	498744	8
Female	Male	OZ251426.1	2700001	2750000	0.0035644740750519	30313	1728	484784	224
Female	Male	OZ251426.1	2750001	2800000	0.0034650805121648	26985	1496	431736	24
Female	Male	OZ251426.1	2800001	2850000	0.0040962742288257	26518	1738	424288	0
Female	Male	OZ251426.1	2850001	2900000	0.0052989915858436	31138	2640	498208	0
Female	Male	OZ251426.1	2900001	2950000	0.0050394085234009	28778	2312	458784	1664
Female	Male	OZ251426.1	2950001	3000000	0.0034413624901822	24191	1332	387056	0
Female	Male	OZ251426.1	3000001	3050000	0.0049414066794186	22782	1798	363864	648
Female	Male	OZ251426.1	3050001	3100000	0.003964830108057	24339	1544	389424	0
Female	Male	OZ251426.1	3100001	3150000	0.0048530291181747	32636	2532	521736	440
Female	Male	OZ251426.1	3150001	3200000	0.0038606132598848	38322	2366	612856	296
Female	Male	OZ251426.1	3200001	3250000	0.0042354975028812	39045	2646	624720	0
Female	Male	OZ251426.1	3250001	3300000	0.0033772235234538	39508	2134	631880	248
Female	Male	OZ251426.1	3300001	3350000	0.0028086009087942	39833	1790	637328	0
Female	Male	OZ251426.1	3350001	3400000	0.0044245186907343	38281	2710	612496	0
Female	Male	OZ251426.1	3400001	3450000	0.0043808537269627	34762	2436	556056	136
Female	Male	OZ251426.1	3450001	3500000	0.0043310266195822	31650	2188	505192	1208
Female	Male	OZ251426.1	3500001	3550000	0.004944645518416	23485	1858	375760	0
Female	Male	OZ251426.1	3550001	3600000	0.0039086807716241	38568	2412	617088	0
Female	Male	OZ251426.1	3600001	3650000	0.0049610489532908	31193	2476	499088	0
Female	Male	OZ251426.1	3650001	3700000	0.0034760165640996	34774	1934	556384	0
Female	Male	OZ251426.1	3700001	3750000	0.0053075958273425	32700	2776	523024	176
Female	Male	OZ251426.1	3750001	3800000	0.0022346600331674	30150	1078	482400	0
Female	Male	OZ251426.1	3800001	3850000	0.0057877502156652	28435	2630	454408	552
Female	Male	OZ251426.1	3850001	3900000	0.0040753795009412	24976	1628	399472	144
Female	Male	OZ251426.1	3900001	3950000	0.0063700602432463	26398	2690	422288	80
Female	Male	OZ251426.1	3950001	4000000	0.0063597580244684	22151	2254	354416	0
Female	Male	OZ251426.1	4000001	4050000	0.0068073379401118	30390	3310	486240	0
Female	Male	OZ251426.1	4050001	4100000	0.0042248243559718	26783	1804	427000	1528
Female	Male	OZ251426.1	4100001	4150000	0.005050970277573	8142	658	130272	0
Female	Male	OZ251426.1	4150001	4200000	0.002968791618574	22526	1070	360416	0
Female	Male	OZ251426.1	4200001	4250000	0.0033536414957241	35782	1920	572512	0
Female	Male	OZ251426.1	4250001	4300000	0.0024075500770416	36344	1400	581504	0
Female	Male	OZ251426.1	4300001	4350000	0.0016914348115088	42124	1140	673984	0
Female	Male	OZ251426.1	4350001	4400000	0.0039759503491078	33516	2132	536224	32
Female	Male	OZ251426.1	4400001	4450000	0.0045915186777704	31323	2298	500488	680
Female	Male	OZ251426.1	4450001	4500000	0.0038833826001275	34506	2144	552096	0
Female	Male	OZ251426.1	4500001	4550000	0.0049160815379383	25008	1966	399912	216
Female	Male	OZ251426.1	4550001	4600000	0.0045840787119856	33540	2460	536640	0
Female	Male	OZ251426.1	4600001	4650000	0.0053968712593387	24227	2092	387632	0
Female	Male	OZ251426.1	4650001	4700000	0.0063532804875836	27612	2802	441032	760
Female	Male	OZ251426.1	4700001	4750000	0.0065447928021135	27111	2834	433016	760
Female	Male	OZ251426.1	4750001	4800000	0.0058836568300533	25942	2442	415048	24
Female	Male	OZ251426.1	4800001	4850000	0.004484654145671	27302	1958	436600	232
Female	Male	OZ251426.1	4850001	4900000	0.0060713013632095	15442	1500	247064	8
Female	Male	OZ251426.1	4900001	4950000	0.0040406548343691	31214	2018	499424	0
Female	Male	OZ251426.1	4950001	5000000	0.0048281599164858	30656	2368	490456	40
Female	Male	OZ251426.1	5000001	5050000	0.0040358027651242	31283	2020	500520	8
Female	Male	OZ251426.1	5050001	5100000	0.0054041756807801	29127	2518	465936	96
Female	Male	OZ251426.1	5100001	5150000	0.0049819927971188	33320	2656	533120	0
Female	Male	OZ251426.1	5150001	5200000	0.0071973886054725	28031	3228	448496	0
Female	Male	OZ251426.1	5200001	5250000	0.0062575351339679	27806	2782	444584	312
Female	Male	OZ251426.1	5250001	5300000	0.0058530080015805	30378	2844	485904	144
Female	Male	OZ251426.1	5300001	5350000	0.0050442707142748	32838	2648	524952	456
Female	Male	OZ251426.1	5350001	5400000	0.0027915353444394	11105	496	177680	0
Female	Male	OZ251426.1	5400001	5450000	0.001728708078829	34708	960	555328	0
Female	Male	OZ251426.1	5450001	5500000	0.0031224844033004	39752	1986	636032	0
Female	Male	OZ251426.1	5500001	5550000	0.0050722316293686	32785	2660	524424	136
Female	Male	OZ251426.1	5550001	5600000	0.0046860093158987	35640	2672	570208	32
Female	Male	OZ251426.1	5600001	5650000	0.0049897009730804	28158	2248	450528	0
Female	Male	OZ251426.1	5650001	5700000	0.0052359275481514	26191	2190	418264	792
Female	Male	OZ251426.1	5700001	5750000	0.006480605487228	26436	2740	422800	176
Female	Male	OZ251426.1	5750001	5800000	0.0060607664619944	23697	2290	377840	1312
Female	Male	OZ251426.1	5800001	5850000	0.0050405596049847	25518	2058	408288	0
Female	Male	OZ251426.1	5850001	5900000	0.0073557339275314	19760	2324	315944	216
Female	Male	OZ251426.1	5900001	5950000	0.0068923225292465	23850	2630	381584	16
Female	Male	OZ251426.1	5950001	6000000	0.0044738267963035	33221	2378	531536	0
Female	Male	OZ251426.1	6000001	6050000	0.0044097693351424	27269	1924	436304	0
Female	Male	OZ251426.1	6050001	6100000	0.002979349243412	32977	1572	527632	0
Female	Male	OZ251426.1	6100001	6150000	0.0043550155631013	28272	1970	452352	0
Female	Male	OZ251426.1	6150001	6200000	0.0033948161989158	27045	1468	432424	296
Female	Male	OZ251426.1	6200001	6250000	0.0024832252714113	26656	1054	424448	2048
Female	Male	OZ251426.1	6250001	6300000	0.0025957607058317	27882	1158	446112	0
Female	Male	OZ251426.1	6300001	6350000	0.0036423070207771	25774	1502	412376	8
Female	Male	OZ251426.1	6350001	6400000	0.0045935516934718	33173	2438	530744	24
Female	Male	OZ251426.1	6400001	6450000	0.0036630218687872	25150	1474	402400	0
Female	Male	OZ251426.1	6450001	6500000	0.0044579443993506	19712	1406	315392	0
Female	Male	OZ251426.1	6500001	6550000	0.0032381717289719	34253	1774	547840	208
Female	Male	OZ251426.1	6550001	6600000	0.0043254291489425	33225	2294	530352	1248
Female	Male	OZ251426.1	6600001	6650000	0.0051823176823176	34034	2822	544544	0
Female	Male	OZ251426.1	6650001	6700000	0.0061992479154177	18419	1820	293584	1120
Female	Male	OZ251426.1	6700001	6750000	0.0059359151682803	10845	1030	173520	0
Female	Male	OZ251426.1	6750001	6800000	0.0078438724660119	20669	2594	330704	0
Female	Male	OZ251426.1	6800001	6850000	0.0037425149700598	18370	1100	293920	0
Female	Male	OZ251426.1	6850001	6900000	0.0066389173100176	10751	1142	172016	0
Female	Male	OZ251426.1	6900001	6950000	0.0053103191273121	14759	1254	236144	0
Female	Male	OZ251426.1	6950001	7000000	0.0070114715189873	12640	1418	202240	0
Female	Male	OZ251426.1	7000001	7050000	0.0084600697873461	15189	2056	243024	0
Female	Male	OZ251426.1	7050001	7100000	0.0054285898565992	23259	2020	372104	40
Female	Male	OZ251426.1	7100001	7150000	0.0059650508102169	29130	2780	466048	32
Female	Male	OZ251426.1	7150001	7200000	0.0067862986507872	18722	2024	298248	1304
Female	Male	OZ251426.1	7200001	7250000	0.0080333739000187	21468	2746	341824	1664
Female	Male	OZ251426.1	7250001	7300000	0.0045731707317073	26734	1956	427712	32
Female	Male	OZ251426.1	7300001	7350000	0.0063664736746878	22162	2252	353728	864
Female	Male	OZ251426.1	7350001	7400000	0.0058825895460853	24916	2340	397784	872
Female	Male	OZ251426.1	7400001	7450000	0.00678699144371	26707	2900	427288	24
Female	Male	OZ251426.1	7450001	7500000	0.0073281377224613	25791	3024	412656	0
Female	Male	OZ251426.1	7500001	7550000	0.0067573444669145	23061	2486	367896	1080
Female	Male	OZ251426.1	7550001	7600000	0.0053229474000714	26622	2266	425704	248
Female	Male	OZ251426.1	7600001	7650000	0.0053042023174312	23784	2016	380076	468
Female	Male	OZ251426.1	7650001	7700000	0.0049857936551025	27669	2204	442056	648
Female	Male	OZ251426.1	7700001	7750000	0.0059831423177406	26227	2510	419512	120
Female	Male	OZ251426.1	7750001	7800000	0.0055860742182972	21579	1928	345144	120
Female	Male	OZ251426.1	7800001	7850000	0.006432536183016	19279	1984	308432	32
