pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
Female	Male	OZ251426.1	1	30000	0.002840909090909	88	4	1408	0
Female	Male	OZ251426.1	30001	60000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	60001	90000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	90001	120000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	120001	150000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	150001	180000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	180001	210000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	210001	240000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	240001	270000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	270001	300000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	300001	330000	0.0	3	0	48	0
Female	Male	OZ251426.1	330001	360000	0.0427631578947368	38	26	608	0
Female	Male	OZ251426.1	360001	390000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	390001	420000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	420001	450000	0.0062396006655574	601	60	9616	0
Female	Male	OZ251426.1	450001	480000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	480001	510000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	510001	540000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	540001	570000	0.0049031190926275	2116	166	33856	0
Female	Male	OZ251426.1	570001	600000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	600001	630000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	630001	660000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	660001	690000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	690001	720000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	720001	750000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	750001	780000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	780001	810000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	810001	840000	NA	0	NA	NA	NA
Female	Male	OZ251426.1	840001	870000	0.000445127873098	3089	22	49424	0
Female	Male	OZ251426.1	870001	900000	0.001589120070956	13530	344	216472	8
Female	Male	OZ251426.1	900001	930000	0.0012926215762996	14312	296	228992	0
Female	Male	OZ251426.1	930001	960000	0.0023508798467201	19833	746	317328	0
Female	Male	OZ251426.1	960001	990000	0.0015829577162481	13977	354	223632	0
Female	Male	OZ251426.1	990001	1020000	0.0016471853117935	18137	478	290192	0
Female	Male	OZ251426.1	1020001	1050000	0.0016973364873582	16531	442	260408	4088
Female	Male	OZ251426.1	1050001	1080000	0.0020688039970854	10076	318	153712	7504
Female	Male	OZ251426.1	1080001	1110000	0.0016590055677845	15446	410	247136	0
Female	Male	OZ251426.1	1110001	1140000	0.0020793756738717	19477	648	311632	0
Female	Male	OZ251426.1	1140001	1170000	0.0015171503957783	18988	460	303200	608
Female	Male	OZ251426.1	1170001	1200000	0.0015325976864438	18759	460	300144	0
Female	Male	OZ251426.1	1200001	1230000	0.0014144558743909	18470	418	295520	0
Female	Male	OZ251426.1	1230001	1260000	0.0014581189040827	10235	238	163224	536
Female	Male	OZ251426.1	1260001	1290000	0.0011637667887667	13118	244	209664	224
Female	Male	OZ251426.1	1290001	1320000	0.0024743962091103	13084	518	209344	0
Female	Male	OZ251426.1	1320001	1350000	0.0007535447359517	16307	196	260104	808
Female	Male	OZ251426.1	1350001	1380000	0.0017383691845922	19990	556	319840	0
Female	Male	OZ251426.1	1380001	1410000	0.0011016211511261	18382	324	294112	0
